lead_id,company_name,industry,company_size,country,signup_date,source,demo_requested,emails_opened,response_time_hours,n_meetings,decision_maker_contacted,quoted_acv_eur,company_description,converted,converted_within_days,lead_segment_truth
L0393,Ágora Cloud,SaaS,993,ES,2025-06-09,conference,True,14,26.8,5,True,16227.74,"Corporación del sector SaaS con presencia en varios países, ciclo de compra largo y comité formal.",True,6.0,strategic
L0508,Pera Cloud,fintech,140,FR,2025-01-09,organic,True,2,45.0,0,False,4328.87,Equipo de fintech en FR pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0115,Pera Works,retail,15,Spain,2025-02-27,outbound,True,8,,4,True,2132.73,"Empresa de retail pequeña en ES, equipo joven y decide rápido.",True,4.0,quick_mover
L0656,Gamba Pro,healthcare,71,ES,2025-09-08,paid,True,8,1.6,3,False,0.0,"Empresa de healthcare mediana en ES, equipo joven y decide rápido.",False,,quick_mover
L0469,Wadi Studio,retail,27,ES,2025-01-20,organic,True,7,1.7,4,True,3248.82,"Empresa de retail pequeña en ES, equipo joven y decide rápido.",True,10.0,quick_mover
L0078,Kéfir Solutions,logistics,13,UK,2024-01-18,organic,False,4,163.7,1,False,2697.64,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0759,Nube Solutions,,24,ES,2025-09-27,referral,True,6,1.4,1,True,7580.6,"pequeña jugador de SaaS en ES, ciclo de compra corto.",False,,quick_mover
L99001,Olivo Pro,healthcare,29,ES,2025-02-08,organic,False,2,138.0,0,False,3861.63,"Pyme de healthcare en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0205,Jacaranda Data,logistics,16,FR,2024-10-01,paid,True,8,1.4,3,True,2853.78,"pequeña jugador de logistics en FR, ciclo de compra corto.",True,46.0,quick_mover
L0601,Pera AI,Retail,1311,FR,2025-03-03,outbound,True,23,28.4,7,True,10779.56,"Empresa establecida en retail, más de 1311 empleados, requiere RFP y prueba piloto.",True,4.0,strategic
L0382,Elixir Tech,fintech,257,UK,2025-12-18,organic,False,1,62.9,0,True,11477.48,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0062,Duna Networks,logistics,315,ES,2025-11-05,organic,True,18,52.8,6,True,11493.77,"Líder de mercado en logistics con sede en ES, integra herramientas a nivel grupo.",True,12.0,strategic
L0151,Kéfir Hub,SaaS,124,ES,2024-01-27,organic,False,1,215.2,1,True,8711.1,"Negocio de SaaS curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0665,Bizum Works,logistics,27,ES,2025-05-30,referral,True,8,1.6,2,False,7382.7,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",False,,quick_mover
L0139,Naranja Dynamics,retail,90,ES,2025-01-28,organic,True,1,184.5,1,False,3712.94,Equipo de retail en ES pidiendo info pero sin sponsor interno claro. &nbsp;,False,,tire_kicker
L0634,Faro AI,SaaS,182,PT,2024-03-07,outbound,True,28,21.1,11,True,30295.86,"Multinacional de SaaS con procesos maduros, decisión por comité de compras.",False,,strategic
L0797,Olivo Labs,retail,30,DE,2025-03-10,paid,True,,2.6,1,True,3568.95,"Pyme de retail ágil, ya usa varias herramientas SaaS, presupuesto acotado.",False,,quick_mover
L0738,Elixir Group,RETAIL,18,PT,2025-12-23,paid,True,4,2.5,3,True,3543.3,"Empresa de retail pequeña en PT, equipo joven y decide rápido.",True,22.0,quick_mover
L0111,Jacaranda Dynamics,logistics,215,ES,2024-05-01,conference,True,17,27.3,5,True,16420.0,"Enterprise logistics player, security review required before pilot.",False,,strategic
L0779,Setas Hub,healthcare,48,DE,2025-10-14,organic,True,9,53.2,1,False,4299.87,Equipo de healthcare en DE pidiendo info pero sin sponsor interno claro.,True,6.0,tire_kicker
L0516,Bizum Data,retail,18,PT,2024-08-21,paid,True,7,1.5,3,True,2828.38,"Pyme de retail ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,3.0,quick_mover
L0101,Duna Labs,logistics,117,spain,2025-04-10,referral,False,6,51.1,0,False,5397.11,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0009,Cardo Cloud,logistics,10,ES,2025-10-31,paid,True,11,4.2,3,True,4286.39,"Startup de logistics con unos 10 empleados, busca cerrar trato en semanas.",False,,quick_mover
L0306,Bizum Tech,healthcare,154,PT,2025-03-11,conference,True,20,24.6,7,True,16676.78,"Corporación del sector healthcare con presencia en varios países, ciclo de compra largo y comité formal.",True,14.0,strategic
L0767,Acme Dynamics,logistics,17,ES,2024-04-19,paid,True,10,1.1,1,True,4671.99,"pequeña jugador de logistics en ES, ciclo de compra corto.",True,19.0,quick_mover
L0771,Nube Systems,SaaS,15,ES,2024-02-26,organic,True,11,1.2,3,False,6038.91,"Empresa de SaaS pequeña en ES, equipo joven y decide rápido.",True,29.0,quick_mover
L0100,Faena Data,SaaS,55,ES,2024-08-05,referral,False,5,100.5,1,False,6832.95,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0673,Iberia Networks,logistics,54,ES,2024-12-13,paid,False,1,80.3,3,False,3537.78,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0736,Estuario Networks,SaaS,71,ES,2025-11-04,referral,True,2,33.8,2,False,3896.34,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0263,Acme Hub,logistics,22,UK,2025-05-26,referral,True,9,2.0,4,False,4211.98,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,4.0,quick_mover
L0547,Pulpo Systems,retail,300,ES,2024-04-21,conference,True,30,17.3,6,True,5903.68,"Multinacional de retail con procesos maduros, decisión por comité de compras.",False,,strategic
L0742,Duna Studio,logistics,20,PT,2025-05-27,referral,True,15,2.8,1,False,2821.06,"Pyme de logistics ágil, ya usa varias herramientas SaaS, presupuesto acotado.",True,48.0,quick_mover
L0708,Ibis Labs,logistics,80,ES,2025-12-16,referral,False,5,96.4,0,True,3194.01,"Negocio de logistics curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0283,Lila Data,retail,32,ES,2027-08-15,paid,True,7,2.3,2,True,4319.54,"Empresa de retail pequeña en ES, equipo joven y decide rápido.",True,30.0,quick_mover
L0201,Cala Labs,SaaS,148,FR,2025-07-07,organic,False,3,75.0,1,False,999999.99,"Pyme de SaaS en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0623,Jaca Data,logistics,169,UK,2025-04-22,organic,False,3,102.4,0,False,3704.64,"Empresa de logistics de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0724,Ibis Works,fintech,101,ES,2025-11-22,organic,False,1,203.4,2,False,7368.61,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0219,Yedra Works,fintech,235,UK,2024-08-29,organic,False,4,95.0,0,True,7600.86,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0541,Jacaranda Group,healthcare,96,ES,2025-12-19,organic,True,6,219.3,0,False,6522.19,Equipo de healthcare en ES pidiendo info pero sin sponsor interno claro.,False,,tire_kicker
L0067,Nube Solutions,healthcare,82,ES,2025-11-28,conference,True,23,8.2,2,True,17134.12,"Corporación del sector healthcare con presencia en varios países, ciclo de compra largo y comité formal.",False,,strategic
L0777,Uva Solutions,SaaS,104,ES,2025-03-11,referral,False,3,88.6,3,False,4628.23,"Empresa de SaaS de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0648,Garbanzo Hub,,184,IT,2024-05-09,organic,False,32,34.7,8,True,18702.74,"Multinacional de healthcare con procesos maduros, decisión por comité de compras.",True,46.0,strategic
L0439,Dátil Systems,fintech,219,IT,2024-12-16,organic,True,1,62.1,0,False,7372.78,"Pyme de fintech en fase exploratoria, sin presupuesto asignado todavía.",False,,tire_kicker
L0002,Quinoa Dynamics,SaaS,417,ES,2025-10-08,conference,True,26,29.2,3,False,17032.42,"Líder de mercado en SaaS con sede en ES, integra herramientas a nivel grupo.",False,,strategic
L0653,Garbanzo Solutions,SaaS,127,UK,2025-12-05,conference,True,5,105.5,0,False,5532.18,"Empresa de SaaS de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0668,Estuario Studio,fintech,90,ES,2025-08-26,organic,False,5,40.0,1,False,6079.75,"Negocio de fintech curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0440,Jacaranda Cloud,SaaS,141,DE,2024-12-18,paid,True,2,101.5,1,False,5318.22,"Negocio de SaaS curioso pero sin urgencia, comparando alternativas gratuitas.",False,,tire_kicker
L0222,Hada Pro,SaaS,607,ES,2025-05-11,outbound,True,27,17.8,5,True,11490.75,"Empresa establecida en SaaS, más de 607 empleados, requiere RFP y prueba piloto.",True,11.0,strategic
L0630,Jaca Pro,retail,144,ES,2024-10-30,referral,False,3,21.1,0,False,5076.76,"Empresa de retail de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0150,Acme  ,SaaS,14,FR,2025-03-27,referral,True,8,2.4,2,True,5010.3,(duplicate?),True,12.0,quick_mover
L0718,Faena Dynamics,fintech,5,DE,2025-02-12,paid,True,10,1.4,4,True,3767.32,"pequeña jugador de fintech en DE, ciclo de compra corto.",False,,quick_mover
L0730,Verbena Dynamics,fintech,216,DE,2024-09-10,referral,True,23,36.2,5,True,18757.43,"Líder de mercado en fintech con sede en DE, integra herramientas a nivel grupo.",False,,strategic
L0170,Naranja Works,fintech,249,Spain,2024-01-05,referral,True,2,94.7,0,False,9515.4,"Empresa de fintech de tamaño medio, descarga whitepapers pero no responde llamadas.",False,,tire_kicker
L0261,Gamba Works,SaaS,8,ES,2025-03-30,outbound,True,7,3.4,0,True,3391.09,"Empresa de SaaS pequeña en ES, equipo joven y decide rápido.",True,2.0,quick_mover
L0778,Garbanzo Data,SaaS,12,ES,2025-11-11,referral,True,6,2.6,4,True,5304.45,"pequeña jugador de SaaS en ES, ciclo de compra corto.",True,23.0,quick_mover
